176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,176,176,176,176,176,176,176,137,137,137,137,137,176,176,176,176,176,176,176,137,137,176
176,137,137,176,176,176,176,176,176,176,137,137,137,137,137,176,176,176,176,176,176,176,137,137,176
176,137,137,176,176,176,176,176,176,176,137,137,137,137,137,176,176,176,176,176,176,176,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,176,176,137,137,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,176,176,176,176,137,137,137,137,137,137,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,176,176,176,176,137,137,137,137,176,176,137,137,176
176,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,176,176,137,137,176
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
